SIGLA_UF;COD_UF;COD_MN;NOME_MN;POP_ESTIM
AM;13;00508;Barreirinha;28162
AM;13;00607;Benjamin Constant;31195
AM;13;00631;Beruri;14705
AM;13;00680;Boa Vista do Ramos;13994
AM;13;00706;Boca do Acre;31221
AM;13;00805;Borba;32496
AM;13;00839;Caapiranga;11170
AM;13;00904;Canutama;11948
AM;13;01001;Carauari;26187
AM;13;01100;Careiro;32638
AM;13;01159;Careiro da Várzea;24704
AM;13;01209;Coari;66991
AM;13;01308;Codajás;16291
AM;13;01407;Eirunepé;30901
AM;13;01506;Envira;17614
AM;13;01605;Fonte Boa;18803
AM;13;01654;Guajará;15031
AM;13;01704;Humaitá;40735
AM;13;01803;Ipixuna;18202
AM;13;01852;Iranduba;33884
AM;13;01902;Itacoatiara;89440
AM;13;01951;Itamarati;8281
AM;13;02009;Itapiranga;9733
AM;13;02108;Japurá;4238
AM;13;02207;Juruá;9275
AM;13;02306;Jutaí;16791
AM;13;02405;Lábrea;39393
AM;13;02504;Manacapuru;86472
AM;13;02553;Manaquiri;20836
AM;13;02603;Manaus;1738641
AM;13;02702;Manicoré;46773
AM;13;02801;Maraã;18135
AM;13;02900;Maués;49666
AM;13;03007;Nhamundá;18474
AM;13;03106;Nova Olinda do Norte;31012
AM;13;03205;Novo Airão;15915
AM;13;03304;Novo Aripuanã;18952
AM;13;03403;Parintins;107250
AM;13;03502;Pauini;19111
AM;13;03536;Presidente Figueiredo;26282
AM;13;03569;Rio Preto da Eva;26847
AM;13;03601;Santa Isabel do Rio Negro;18506
AM;13;03700;Santo Antônio do Içá;30351
AM;13;03809;São Gabriel da Cachoeira;41885
AM;13;03908;São Paulo de Olivença;32958
AM;13;03957;São Sebastião do Uatumã;9268
AM;13;04005;Silves;8543
AM;13;04062;Tabatinga;47948
AM;13;04104;Tapauá;19884
AM;13;04203;Tefé;64671
AM;13;04237;Tonantins;20286
AM;13;04260;Uarini;10108
AM;13;04302;Urucará;15780
AM;13;04401;Urucurituba;18541
RR;14;00050;Alto Alegre;14205
RR;14;00027;Amajari;8249
RR;14;00100;Boa Vista;266901
RR;14;00159;Bonfim;10726
RR;14;00175;Cantá;11942
RR;14;00209;Caracaraí;19235
RR;14;00233;Caroebe;7569
RR;14;00282;Iracema;6250
RR;14;00308;Mucajaí;13188
RR;14;00407;Normandia;7527
RR;14;00456;Pacaraima;9220
RR;14;00472;Rorainópolis;26546
RR;14;00506;São João da Baliza;6028
RR;14;00605;São Luiz;5979
RR;14;00704;Uiramutã;7934
PA;15;00107;Abaetetuba;139819
PA;15;00131;Abel Figueiredo;6967
PA;15;00206;Acará;48501
PA;15;00305;Afuá;32633
PA;15;00347;Água Azul do Norte;31216
PA;15;00404;Alenquer;57067
PA;15;00503;Almeirim;31192
PA;15;00602;Altamira;98750
PA;15;00701;Anajás;27386
PA;15;00800;Ananindeua;505512
PA;15;00859;Anapu;20421
PA;15;00909;Augusto Corrêa;39317
PA;15;00958;Aurora do Pará;22315
PA;15;01006;Aveiro;20266
PA;15;01105;Bagre;20386
PA;15;01204;Baião;28299
PA;15;01253;Bannach;3947
PA;15;01303;Barcarena;92567
PA;15;01402;Belém;1437600
PA;15;01451;Belterra;12671
PA;15;01501;Benevides;46611
PA;15;01576;Bom Jesus do Tocantins;13593
PA;15;01600;Bonito;12013
PA;15;01709;Bragança;107060
PA;15;01725;Brasil Novo;19754
PA;15;01758;Brejo Grande do Araguaia;7688
PA;15;01782;Breu Branco;52200
PA;15;01808;Breves;101094
PA;15;01907;Bujaru;23654
PA;15;02004;Cachoeira do Arari;20411
PA;15;01956;Cachoeira do Piriá;18777
PA;15;02103;Cametá;117099
PA;15;02152;Canaã dos Carajás;27675
PA;15;02202;Capanema;64429
PA;15;02301;Capitão Poço;52797
PA;15;02400;Castanhal;161497
PA;15;02509;Chaves;20506
PA;15;02608;Colares;11433
PA;15;02707;Conceição do Araguaia;47237
PA;15;02756;Concórdia do Pará;22251
PA;15;02764;Cumaru do Norte;11890
PA;15;02772;Curionópolis;17944
PA;15;02806;Curralinho;27543
PA;15;02855;Curuá;12984
PA;15;02905;Curuçá;36748
PA;15;02939;Dom Eliseu;39088
PA;15;02954;Eldorado dos Carajás;29251
PA;15;03002;Faro;19585
PA;15;03044;Floresta do Araguaia;15629
PA;15;03077;Garrafão do Norte;25538
PA;15;03093;Goianésia do Pará;29164
PA;15;03101;Gurupá;25511
PA;15;03200;Igarapé-Açu;35241
PA;15;03309;Igarapé-Miri;57003
PA;15;03408;Inhangapi;10377
PA;15;03457;Ipixuna do Pará;44396
PA;15;03507;Irituia;30552
PA;15;03606;Itaituba;127848
PA;15;03705;Itupiranga;41541
PA;15;03754;Jacareacanga;41487
PA;15;03804;Jacundá;55900
PA;15;03903;Juruti;35530
PA;15;04000;Limoeiro do Ajuru;24967
PA;15;04059;Mãe do Rio;29087
PA;15;04109;Magalhães Barata;7895
PA;15;04208;Marabá;203049
PA;15;04307;Maracanã;29417
PA;15;04406;Marapanim;28011
PA;15;04422;Marituba;101158
PA;15;04455;Medicilândia;23682
PA;15;04505;Melgaço;17657
PA;15;04604;Mocajuba;24695
PA;15;04703;Moju;68600
PA;15;04802;Monte Alegre;63941
PA;15;04901;Muaná;30568
PA;15;04950;Nova Esperança do Piriá;24062
PA;15;04976;Nova Ipixuna;15097
PA;15;05007;Nova Timboteua;12677
PA;15;05031;Novo Progresso;21504
PA;15;05064;Novo Repartimento;55762
PA;15;05106;Óbidos;48429
PA;15;05205;Oeiras do Pará;26796
PA;15;05304;Oriximiná;58683
PA;15;05403;Ourém;15841
PA;15;05437;Ourilândia do Norte;21327
PA;15;05486;Pacajá;41953
PA;15;05494;Palestina do Pará;7301
PA;15;05502;Paragominas;97350
PA;15;05536;Parauapebas;152777
PA;15;05551;Pau D'Arco;6522
PA;15;05601;Peixe-Boi;7916
PA;15;05635;Piçarra;13140
PA;15;05650;Placas;19592
PA;15;05700;Ponta de Pedras;26445
PA;15;05809;Portel;48945
PA;15;05908;Porto de Moz;28091
PA;15;06005;Prainha;26570
PA;15;06104;Primavera;10993
PA;15;06112;Quatipuru;13459
PA;15;06138;Redenção;67064
PA;15;06161;Rio Maria;17437
PA;15;06187;Rondon do Pará;47772
PA;15;06195;Rurópolis;36068
PA;15;06203;Salinópolis;39184
PA;15;06302;Salvaterra;18124
PA;15;06351;Santa Bárbara do Pará;14740
PA;15;06401;Santa Cruz do Arari;6280
PA;15;06500;Santa Isabel do Pará;55570
PA;15;06559;Santa Luzia do Pará;18417
PA;15;06583;Santa Maria das Barreiras;17778
PA;15;06609;Santa Maria do Pará;23202
PA;15;06708;Santana do Araguaia;55033
PA;15;06807;Santarém;276665
PA;15;06906;Santarém Novo;6347
PA;15;07003;Santo Antônio do Tauá;26855
PA;15;07102;São Caetano de Odivelas;16862
PA;15;07151;São Domingos do Araguaia;22063
PA;15;07201;São Domingos do Capim;27923
PA;15;07300;São Félix do Xingu;67208
PA;15;07409;São Francisco do Pará;11743
PA;15;07458;São Geraldo do Araguaia;25027
PA;15;07466;São João da Ponta;5038
PA;15;07474;São João de Pirabas;19900
PA;15;07508;São João do Araguaia;11923
PA;15;07607;São Miguel do Guamá;44818
PA;15;07706;São Sebastião da Boa Vista;21874
PA;15;07755;Sapucaia;5609
PA;15;07805;Senador José Porfírio;14434
PA;15;07904;Soure;22459
PA;15;07953;Tailândia;72720
PA;15;07961;Terra Alta;10580
PA;15;07979;Terra Santa;16004
PA;15;08001;Tomé-Açu;48607
PA;15;08035;Tracuateua;27825
PA;15;08050;Trairão;17134
PA;15;08084;Tucumã;27691
PA;15;08100;Tucuruí;96010
PA;15;08126;Ulianópolis;36020
PA;15;08159;Uruará;59881
PA;15;08209;Vigia;46205
PA;15;08308;Viseu;55512
PA;15;08357;Vitória do Xingu;9664
PA;15;08407;Xinguara;40529
AP;16;00105;Amapá;7802
AP;16;00204;Calçoene;9291
AP;16;00212;Cutias;4652
AP;16;00238;Ferreira Gomes;5475
AP;16;00253;Itaubal;3650
AP;16;00279;Laranjal do Jari;40357
AP;16;00303;Macapá;366484
AP;16;00402;Mazagão;14655
AP;16;00501;Oiapoque;20962
AP;16;00154;Pedra Branca do Amapari;8182
AP;16;00535;Porto Grande;14951
AP;16;00550;Pracuúba;3658
AP;16;00600;Santana;97220
AP;16;00055;Serra do Navio;3982
AP;16;00709;Tartarugalzinho;13769
AP;16;00808;Vitória do Jari;11519
TO;17;00251;Abreulândia;2321
TO;17;00301;Aguiarnópolis;4216
TO;17;00350;Aliança do Tocantins;5822
TO;17;00400;Almas;7605
TO;17;00707;Alvorada;8161
TO;17;01002;Ananás;9514
TO;17;01051;Angico;3300
TO;17;01101;Aparecida do Rio Negro;4200
TO;17;01309;Aragominas;5555
TO;17;01903;Araguacema;5591
TO;17;02000;Araguaçu;9225
TO;17;02109;Araguaína;119637
TO;17;02158;Araguanã;5248
TO;17;02208;Araguatins;26771
TO;17;02307;Arapoema;7029
TO;17;02406;Arraias;10913
TO;17;02554;Augustinópolis;15469
TO;17;02703;Aurora do Tocantins;3523
TO;17;02901;Axixá do Tocantins;9203
TO;17;03008;Babaçulândia;10698
TO;17;03057;Bandeirantes do Tocantins;2807
TO;17;03073;Barra do Ouro;3691
TO;17;03107;Barrolândia;5322
TO;17;03206;Bernardo Sayão;4653
TO;17;03305;Bom Jesus do Tocantins;2839
TO;17;03602;Brasilândia do Tocantins;2208
TO;17;03701;Brejinho de Nazaré;5506
TO;17;03800;Buriti do Tocantins;8454
TO;17;03826;Cachoeirinha;2255
TO;17;03842;Campos Lindos;8079
TO;17;03867;Cariri do Tocantins;3738
TO;17;03883;Carmolândia;2420
TO;17;03891;Carrasco Bonito;3428
TO;17;03909;Caseara;4927
TO;17;04105;Centenário;2485
TO;17;05102;Chapada da Natividade;3840
TO;17;04600;Chapada de Areia;1273
TO;17;05508;Colinas do Tocantins;30666
TO;17;16703;Colméia;8961
TO;17;05557;Combinado;5070
TO;17;05607;Conceição do Tocantins;4541
TO;17;06001;Couto de Magalhães;5102
TO;17;06100;Cristalândia;6628
TO;17;06258;Crixás do Tocantins;1289
TO;17;06506;Darcinópolis;5388
TO;17;07009;Dianópolis;19524
TO;17;07108;Divinópolis do Tocantins;6623
TO;17;07207;Dois Irmãos do Tocantins;7254
TO;17;07306;Dueré;4618
TO;17;07405;Esperantina;8445
TO;17;07553;Fátima;4123
TO;17;07652;Figueirópolis;4883
TO;17;07702;Filadélfia;7978
TO;17;08205;Formoso do Araguaia;18719
TO;17;08254;Fortaleza do Tabocão;2149
TO;17;08304;Goianorte;5426
TO;17;09005;Goiatins;12068
TO;17;09302;Guaraí;22530
TO;17;09500;Gurupi;74357
TO;17;09807;Ipueiras;1813
TO;17;10508;Itacajá;6534
TO;17;10706;Itaguatins;6226
TO;17;10904;Itapiratins;3543
TO;17;11100;Itaporã do Tocantins;3135
TO;17;11506;Jaú do Tocantins;3983
TO;17;11803;Juarina;2185
TO;17;11902;Lagoa da Confusão;8711
TO;17;11951;Lagoa do Tocantins;3352
TO;17;12009;Lajeado;2204
TO;17;12157;Lavandeira;1683
TO;17;12405;Lizarda;3729
TO;17;12454;Luzinópolis;2959
TO;17;12504;Marianópolis do Tocantins;4743
TO;17;12702;Mateiros;1802
TO;17;12801;Maurilândia do Tocantins;3322
TO;17;13205;Miracema do Tocantins;19740
TO;17;13304;Miranorte;12231
TO;17;13601;Monte do Carmo;6723
TO;17;13700;Monte Santo do Tocantins;1914
TO;17;13957;Muricilândia;2958
TO;17;14203;Natividade;9396
TO;17;14302;Nazaré;4596
TO;17;14880;Nova Olinda;10974
TO;17;15002;Nova Rosalândia;3956
TO;17;15101;Novo Acordo;3950
TO;17;15150;Novo Alegre;1802
TO;17;15259;Novo Jardim;2525
TO;17;15507;Oliveira de Fátima;1129
TO;17;21000;Palmas;188645
TO;17;15705;Palmeirante;4959
TO;17;13809;Palmeiras do Tocantins;4673
TO;17;15754;Palmeirópolis;8492
TO;17;16109;Paraíso do Tocantins;42015
TO;17;16208;Paranã;10824
TO;17;16307;Pau D'Arco;4964
TO;17;16505;Pedro Afonso;10758
TO;17;16604;Peixe;9018
TO;17;16653;Pequizeiro;4971
TO;17;17008;Pindorama do Tocantins;4500
TO;17;17206;Piraquê;3127
TO;17;17503;Pium;6701
TO;17;17800;Ponte Alta do Bom Jesus;4664
TO;17;17909;Ponte Alta do Tocantins;6818
TO;17;18006;Porto Alegre do Tocantins;2968
TO;17;18204;Porto Nacional;46722
TO;17;18303;Praia Norte;7310
TO;17;18402;Presidente Kennedy;3784
TO;17;18451;Pugmil;2252
TO;17;18501;Recursolândia;3839
TO;17;18550;Riachinho;3808
TO;17;18659;Rio da Conceição;1530
TO;17;18709;Rio dos Bois;2136
TO;17;18758;Rio Sono;6366
TO;17;18808;Sampaio;3886
TO;17;18840;Sandolândia;3562
TO;17;18865;Santa Fé do Araguaia;5795
TO;17;18881;Santa Maria do Tocantins;2807
TO;17;18899;Santa Rita do Tocantins;2377
TO;17;18907;Santa Rosa do Tocantins;4565
TO;17;19004;Santa Tereza do Tocantins;2390
TO;17;20002;Santa Terezinha do Tocantins;2343
TO;17;20101;São Bento do Tocantins;4666
TO;17;20150;São Félix do Tocantins;1468
TO;17;20200;São Miguel do Tocantins;10737
TO;17;20259;São Salvador do Tocantins;3136
TO;17;20309;São Sebastião do Tocantins;4441
TO;17;20499;São Valério da Natividade;5017
TO;17;20655;Silvanópolis;5299
TO;17;20804;Sítio Novo do Tocantins;9568
TO;17;20853;Sucupira;1741
TO;17;20903;Taguatinga;14655
TO;17;20937;Taipas do Tocantins;1999
TO;17;20978;Talismã;2663
TO;17;21109;Tocantínia;6971
TO;17;21208;Tocantinópolis;21826
TO;17;21257;Tupirama;1474
TO;17;21307;Tupiratins;2143
TO;17;22081;Wanderlândia;9493
TO;17;22107;Xambioá;11099
MA;21;00055;Açailândia;101130
MA;21;00105;Afonso Cunha;5948
MA;21;00154;Água Doce do Maranhão;12460
MA;21;00204;Alcântara;22020
MA;21;00303;Aldeias Altas;22667
MA;21;00402;Altamira do Maranhão;7771
MA;21;00436;Alto Alegre do Maranhão;22914
MA;21;00477;Alto Alegre do Pindaré;33211
MA;21;00501;Alto Parnaíba;10640
MA;21;00550;Amapá do Maranhão;6451
MA;21;00600;Amarante do Maranhão;37388
MA;21;00709;Anajatuba;25063
MA;21;00808;Anapurus;13257
MA;21;00832;Apicum-Açu;13890
MA;21;00873;Araguanã;10325
MA;21;00907;Araioses;39166
MA;21;00956;Arame;27750
MA;21;01004;Arari;28787
MA;21;01103;Axixá;15203
MA;21;01202;Bacabal;98489
MA;21;01251;Bacabeira;15574
MA;21;01301;Bacuri;16585
MA;21;01350;Bacurituba;5687
MA;21;01400;Balsas;83617
MA;21;01509;Barão de Grajaú;17231
MA;21;01608;Barra do Corda;81329
MA;21;01707;Barreirinhas;50354
MA;21;01772;Bela Vista do Maranhão;8855
MA;21;01731;Belágua;5953
MA;21;01806;Benedito Leite;5567
MA;21;01905;Bequimão;21508
MA;21;01939;Bernardo do Mearim;6249
MA;21;01970;Boa Vista do Gurupi;7895
MA;21;02002;Bom Jardim;39224
MA;21;02036;Bom Jesus das Selvas;25473
MA;21;02077;Bom Lugar;13384
MA;21;02101;Brejo;32453
MA;21;02150;Brejo de Areia;5505
MA;21;02200;Buriti;26202
MA;21;02309;Buriti Bravo;23074
MA;21;02325;Buriticupu;64685
MA;21;02358;Buritirana;15051
MA;21;02374;Cachoeira Grande;9286
MA;21;02408;Cajapió;10337
MA;21;02507;Cajari;13170
MA;21;02556;Campestre do Maranhão;12716
MA;21;02606;Cândido Mendes;19684
MA;21;02705;Cantanhede;19564
MA;21;02754;Capinzal do Norte;10688
MA;21;02804;Carolina;25257
MA;21;02903;Carutapera;21121
MA;21;03000;Caxias;148072
MA;21;03109;Cedral;10152
MA;21;03125;Central do Maranhão;9246
MA;21;03158;Centro do Guilherme;7432
MA;21;03174;Centro Novo do Maranhão;15668
MA;21;03208;Chapadinha;70537
MA;21;03257;Cidelândia;12866
MA;21;03307;Codó;113937
MA;21;03406;Coelho Neto;45624
MA;21;03505;Colinas;36787
MA;21;03554;Conceição do Lago-Açu;14909
MA;21;03604;Coroatá;63081
MA;21;03703;Cururupu;35108
MA;21;03752;Davinópolis;12091
MA;21;03802;Dom Pedro;22086
MA;21;03901;Duque Bacelar;10827
MA;21;04008;Esperantinópolis;18815
MA;21;04057;Estreito;27756
MA;21;04073;Feira Nova do Maranhão;7899
MA;21;04081;Fernando Falcão;8765
MA;21;04099;Formosa da Serra Negra;17792
MA;21;04107;Fortaleza dos Nogueiras;11972
MA;21;04206;Fortuna;14922
MA;21;04305;Godofredo Viana;11207
MA;21;04404;Gonçalves Dias;16911
MA;21;04503;Governador Archer;10330
MA;21;04552;Governador Edison Lobão;14921
MA;21;04602;Governador Eugênio Barros;16503
MA;21;04628;Governador Luiz Rocha;7144
MA;21;04651;Governador Newton Bello;11642
MA;21;04677;Governador Nunes Freire;24520
MA;21;04701;Graça Aranha;6470
MA;21;04800;Grajaú;56633
MA;21;04909;Guimarães;12740
MA;21;05005;Humberto de Campos;25403
MA;21;05104;Icatu;25557
MA;21;05153;Igarapé do Meio;12291
MA;21;05203;Igarapé Grande;11121
MA;21;05302;Imperatriz;236691
MA;21;05351;Itaipava do Grajaú;13964
MA;21;05401;Itapecuru Mirim;56810
MA;21;05427;Itinga do Maranhão;26125
MA;21;05450;Jatobá;8909
MA;21;05476;Jenipapo dos Vieiras;15438
MA;21;05500;João Lisboa;20395
MA;21;05609;Joselândia;16188
MA;21;05658;Junco do Maranhão;3950
MA;21;05708;Lago da Pedra;44272
MA;21;05807;Lago do Junco;9888
MA;21;05948;Lago dos Rodrigues;7940
MA;21;05906;Lago Verde;15103
MA;21;05922;Lagoa do Mato;10639
MA;21;05963;Lagoa Grande do Maranhão;9363
MA;21;05989;Lajeado Novo;6937
MA;21;06003;Lima Campos;11794
MA;21;06102;Loreto;10701
MA;21;06201;Luís Domingues;6997
MA;21;06300;Magalhães de Almeida;14808
MA;21;06326;Maracaçumé;18414
MA;21;06359;Marajá do Sena;6954
MA;21;06375;Maranhãozinho;12684
MA;21;06409;Mata Roma;14491
MA;21;06508;Matinha;21204
MA;21;06607;Matões;29386
MA;21;06631;Matões do Norte;11295
MA;21;06672;Milagres do Maranhão;7854
MA;21;06706;Mirador;19991
MA;21;06755;Miranda do Norte;18494
MA;21;06805;Mirinzal;14311
MA;21;06904;Monção;28602
MA;21;07001;Montes Altos;8914
MA;21;07100;Morros;17916
MA;21;07209;Nina Rodrigues;10527
MA;21;07258;Nova Colinas;5094
MA;21;07308;Nova Iorque;5087
MA;21;07357;Nova Olinda do Maranhão;17835
MA;21;07407;Olho d'Água das Cunhãs;17923
MA;21;07456;Olinda Nova do Maranhão;12684
MA;21;07506;Paço do Lumiar;103958
MA;21;07605;Palmeirândia;18772
MA;21;07704;Paraibano;20255
MA;21;07803;Parnarama;36300
MA;21;07902;Passagem Franca;17898
MA;21;08009;Pastos Bons;18306
MA;21;08058;Paulino Neves;13355
MA;21;08108;Paulo Ramos;16236
MA;21;08207;Pedreiras;38934
MA;21;08256;Pedro do Rosário;22856
MA;21;08306;Penalva;34907
MA;21;08405;Peri Mirim;12492
MA;21;08454;Peritoró;19817
MA;21;08504;Pindaré-Mirim;32236
MA;21;08603;Pinheiro;77182
MA;21;08702;Pio XII;22220
MA;21;08801;Pirapemas;15500
MA;21;08900;Poção de Pedras;15533
MA;21;09007;Porto Franco;19503
MA;21;09056;Porto Rico do Maranhão;7179
MA;21;09106;Presidente Dutra;41303
MA;21;09205;Presidente Juscelino;12382
MA;21;09239;Presidente Médici;6363
MA;21;09270;Presidente Sarney;16325
MA;21;09304;Presidente Vargas;10191
MA;21;09403;Primeira Cruz;12493
MA;21;09452;Raposa;25837
MA;21;09502;Riachão;21672
MA;21;09551;Ribamar Fiquene;7477
MA;21;09601;Rosário;39627
MA;21;09700;Sambaíba;6038
MA;21;09759;Santa Filomena do Maranhão;5804
MA;21;09809;Santa Helena;35472
MA;21;09908;Santa Inês;85701
MA;21;10005;Santa Luzia;71455
MA;21;10039;Santa Luzia do Paruá;20190
MA;21;10104;Santa Quitéria do Maranhão;29551
MA;21;10203;Santa Rita;32872
MA;21;10237;Santana do Maranhão;11170
MA;21;10278;Santo Amaro do Maranhão;11693
MA;21;10302;Santo Antônio dos Lopes;14663
MA;21;10401;São Benedito do Rio Preto;17818
MA;21;10500;São Bento;39312
MA;21;10609;São Bernardo;26615
MA;21;10658;São Domingos do Azeitão;7252
MA;21;10708;São Domingos do Maranhão;33506
MA;21;10807;São Félix de Balsas;4442
MA;21;10856;São Francisco do Brejão;8863
MA;21;10906;São Francisco do Maranhão;14801
MA;21;11029;São João do Carú;12511
MA;21;11052;São João do Paraíso;11729
MA;21;11078;São João do Soter;17326
MA;21;11102;São João dos Patos;24357
MA;21;11003;São João Batista;18570
MA;21;11201;São José de Ribamar;139473
MA;21;11250;São José dos Basílios;7489
MA;21;11300;São Luís;997098
MA;21;11409;São Luís Gonzaga do Maranhão;19877
MA;21;11508;São Mateus do Maranhão;39622
MA;21;11532;São Pedro da Água Branca;11481
MA;21;11573;São Pedro dos Crentes;4144
MA;21;11607;São Raimundo das Mangabeiras;16594
MA;21;11631;São Raimundo do Doca Bezerra;4372
MA;21;11672;São Roberto;5217
MA;21;11706;São Vicente Ferrer;20463
MA;21;11722;Satubinha;8715
MA;21;11748;Senador Alexandre Costa;9414
MA;21;11763;Senador La Rocque;19359
MA;21;11789;Serrano do Maranhão;11085
MA;21;11805;Sítio Novo;16086
MA;21;11904;Sucupira do Norte;10535
MA;21;11953;Sucupira do Riachão;4869
MA;21;12001;Tasso Fragoso;6890
MA;21;12100;Timbiras;26909
MA;21;12209;Timon;150635
MA;21;12233;Trizidela do Vale;19104
MA;21;12274;Tufilândia;5687
MA;21;12308;Tuntum;39380
MA;21;12407;Turiaçu;33649
MA;21;12456;Turilândia;21102
MA;21;12506;Tutóia;48424
MA;21;12605;Urbano Santos;22938
MA;21;12704;Vargem Grande;45630
MA;21;12803;Viana;49348
MA;21;12852;Vila Nova dos Martírios;9185
MA;21;12902;Vitória do Mearim;32018
MA;21;13009;Vitorino Freire;31144
MA;21;14007;Zé Doca;46265
PI;22;00053;Acauã;7354
PI;22;00103;Agricolândia;5094
PI;22;00202;Água Branca;16518
PI;22;00251;Alagoinha do Piauí;7736
PI;22;00277;Alegrete do Piauí;4595
PI;22;00301;Alto Longá;14147
PI;22;00400;Altos;39735
PI;22;00459;Alvorada do Gurguéia;5209
PI;22;00509;Amarante;17892
PI;22;00608;Angical do Piauí;6793
PI;22;00707;Anísio de Abreu;8552
PI;22;00806;Antônio Almeida;3267
PI;22;00905;Aroazes;6019
PI;22;00954;Aroeiras do Itaim;2759
PI;22;01002;Arraial;5165
PI;22;01051;Assunção do Piauí;8370
PI;22;01101;Avelino Lopes;12039
PI;22;01150;Baixa Grande do Ribeiro;10804
PI;22;01176;Barra D'Alcântara;3886
PI;22;01200;Barras;44913
PI;22;01309;Barreiras do Piauí;3485
PI;22;01408;Barro Duro;6853
PI;22;01507;Batalha;26681
PI;22;01556;Bela Vista do Piauí;3762
PI;22;01572;Belém do Piauí;2912
PI;22;01606;Beneditinos;9837
PI;22;01705;Bertolínia;5484
PI;22;01739;Betânia do Piauí;6442
PI;22;01770;Boa Hora;6369
PI;22;01804;Bocaina;4146
PI;22;01903;Bom Jesus;20511
PI;22;01919;Bom Princípio do Piauí;5506
PI;22;01929;Bonfim do Piauí;5376
PI;22;01945;Boqueirão do Piauí;6599
PI;22;01960;Brasileira;7970
PI;22;01988;Brejo do Piauí;4025
PI;22;02000;Buriti dos Lopes;19796
PI;22;02026;Buriti dos Montes;8117
PI;22;02059;Cabeceiras do Piauí;9826
PI;22;02075;Cajazeiras do Piauí;3323
PI;22;02083;Cajueiro da Praia;7286
PI;22;02091;Caldeirão Grande do Piauí;5809
PI;22;02109;Campinas do Piauí;5818
PI;22;02117;Campo Alegre do Fidalgo;4647
PI;22;02133;Campo Grande do Piauí;5898
PI;22;02174;Campo Largo do Piauí;7035
PI;22;02208;Campo Maior;46068
PI;22;02251;Canavieira;4093
PI;22;02307;Canto do Buriti;20761
PI;22;02406;Capitão de Campos;11246
PI;22;02455;Capitão Gervásio Oliveira;4029
PI;22;02505;Caracol;10838
PI;22;02539;Caraúbas do Piauí;5595
