CD_GEOCODM;POP_ESTIM
3511904;7064
3512001;17373
3512100;5994
3512209;25242
3512308;16302
3512407;21085
3512506;5238
3512605;5001
3512704;3874
3512803;58821
3512902;7214
3513009;201023
3513108;31688
3513207;7591
3513306;2270
3513405;77070
3513504;118797
3513603;21874
3513702;31053
3513801;386039
3513850;1689
3513900;11209
3514007;7941
3514106;24768
3514205;2096
3514304;8607
3514403;43263
3514502;12251
3514601;8143
3514700;6318
3514809;14645
3514908;15796
3514924;3120
3514957;2423
3515004;240007
3515103;62846
3515129;3024
3515152;15719
3515186;41919
3515194;4246
3557303;10044
3515301;2661
3515202;8208
3515350;9585
3515400;15324
3515608;5534
3515509;64707
3515657;1563
3515707;168290
3515806;1752
3515905;3003
3516002;12849
3516101;2829
3516200;318785
3516309;154538
3516408;131603
3516507;2705
3516606;7011
3516705;43124
3516804;4193
3516853;4420
3516903;10674
3517000;10777
3517109;4577
3517208;10671
3517307;5425
3517406;37412
3517505;17885
3517604;17988
3517703;19864
3517802;8435
3517901;9976
3518008;1969
3518107;6400
3518206;30600
3518305;25861
3518404;112091
3518503;14568
3518602;35491
3518701;290607
3518800;1222357
3518859;6966
3518909;4754
3519006;8696
3519055;11292
3519071;192225
3519105;10010
3519204;6419
3519253;6377
3519303;30724
3519402;10868
3519501;6725
3519600;53166
3519709;71228
3519808;7462
3519907;7627
3520004;23370
3520103;27960
3520202;8825
3520301;28844
3520426;9027
3520442;25071
3520400;28176
3520509;201848
3520608;4828
3520707;3906
3520806;3630
3520905;13746
3521002;28301
3521101;6016
3521150;4459
3521200;4302
3521309;14146
3521408;20047
3521507;7284
3521606;7787
3521705;17861
3521804;24015
3521903;14553
3522000;3263
3522109;87053
3522158;3228
3522208;152380
3522307;144416
3522406;87765
3522505;200874
3522604;68365
3522653;3884
3522703;40064
3522802;14546
3522901;12181
3523008;4360
3523107;321854
3523206;47939
3523305;15471
3523404;101450
3523503;18052
3523602;15528
3523701;5914
3523800;7545
3523909;154200
3524006;44825
3524105;38699
3524204;6592
3524303;71667
3524402;211308
3524501;5657
3524600;17196
3524709;44331
3524808;47012
3524907;5350
3525003;108436
3525102;37725
3525201;23827
3525300;131068
3525409;3168
3525508;11771
3525607;4138
3525706;32774
3525805;4430
3525854;2801
3525904;370251
3526001;18726
3526100;19269
3526209;28732
3526308;4840
3526407;25246
3526506;8782
3526605;6586
3526704;91804
3526803;61454
3526902;276010
3527009;6708
3527108;71493
3527207;82553
3527256;2123
3527306;37153
3527405;19885
3527504;2255
3527603;11286
3527702;5030
3527801;4353
3527900;2703
3528007;16246
3528106;7663
3528205;3664
3528304;3200
3528403;43225
3528502;80920
3528601;8999
3528700;4812
3528809;13344
3528858;2633
3528908;3916
3529005;216684
3529104;2113
3529203;24260
3529302;76799
3529401;417281
3529500;4640
3529609;3851
3529658;1886
3529708;20442
3529807;12042
3530003;2827
3529906;20595
3530102;27475
3530201;17064
3530300;53809
3530409;4295
3530508;66303
3530607;387241
3530706;137286
3530805;86244
3530904;3266
3531001;2134
3531100;46310
3531209;7148
3531308;46647
3531407;21748
3531506;18931
3531605;4063
3531803;48971
3531704;4123
3531902;29127
3532009;11775
3532058;4290
3532108;4186
3532157;2707
3532207;4289
3532306;6681
3532405;16413
3532504;8777
3532603;10725
3532702;4274
3532801;5891
3532827;8515
3532843;2114
3532868;1127
3532900;9301
3533007;19178
3533106;2178
3533205;3072
3533304;3441
3533403;51278
3533254;4595
3533502;36612
3533601;6817
3533700;4163
3533809;2673
3533908;49792
3534005;3884
3534104;6097
3534203;5678
3534302;39781
3534401;666469
3534500;2539
3534609;30917
3534708;103026
3534807;7794
3534757;8406
3534906;12934
3535002;11052
3535101;10938
3535200;9584
3535309;21257
3535408;14603
3535507;42281
3535606;17384
3535705;5907
3535804;17810
3535903;3815
3536000;10844
3536109;5582
3536208;18453
3536257;2032
3536307;13002
3536406;6342
3536505;82150
3536570;1778
3536604;8589
3536703;41530
3536802;5780
3536901;2561
3537008;15699
3537107;41549
3537156;2936
3537206;10213
3537305;58529
3537404;24959
3537503;7468
3537602;59793
3537701;5287
3537800;52214
3537909;26411
3538006;147034
3538105;15043
3538204;13104
3538303;3541
3538501;14107
3538600;25139
3538709;364872
3538808;28489
3538907;22724
3539004;10623
3539103;15727
3539202;24718
3539301;70138
3539400;12072
3539509;35314
3539608;4472
3539707;3192
3539806;106033
3539905;5395
3540002;19963
3540101;3479
3540200;40245
3540259;4074
3540309;2523
3540408;4223
3540507;8333
3540606;48914
3540705;51407
3540754;19413
3540804;15453
3540853;2863
3540903;17404
3541000;260769
3541059;4599
3541109;4123
3541208;13544
3541307;41324
3541406;207625
3541505;37915
3541604;35688
3541653;3236
3541703;12828
3541802;2808
3541901;11325
3542008;6008
3542107;8624
3542206;28773
3542305;3879
3542404;18496
3542503;7325
3542602;54279
3542701;6587
3542800;3358
3542909;12129
3543006;18272
3543105;4273
3543204;4464
3543238;2187
3543253;7419
3543303;113043
3543402;605114
3543600;3436
3543709;10414
3543808;9935
3543907;186299
3544004;29508
3544103;44084
3544202;10574
3543501;6165
3544251;19691
3544301;9606
3544400;2729
3544509;2862
3544608;5226
3544707;2395
3544806;5450
3544905;10568
3545001;15639
3545100;4818
3545159;7059
3545209;105569
3545308;40141
3545407;8787
3545506;3699
3545605;14333
3545704;5723
3545803;180148
3546009;13770
3546108;2084
3546207;3998
3546256;1953
3546306;29974
3546405;43929
3546504;5568
3546603;29235
3546702;21644
3546801;50464
3546900;8246
3547007;5418
3547106;2831
3547502;26420
3547403;2543
3547601;23871
3547650;1447
3547205;1641
3547304;108875
3547700;20498
3547809;673914
3547908;6304
3548005;20635
3548054;7627
3548104;5943
3548203;6516
3548302;2806
3548401;4281
3548500;419757
3548609;10462
3548708;765203
3548807;149571
3548906;221936
3549003;2793
3549102;83661
3549201;2566
3549250;1780
3549300;2103
3549409;46524
3549508;8407
3549607;4097
3549706;51910
3549805;408435
3549904;627544
3549953;13985
3550001;10404
3550100;38390
3550209;31452
3550308;11244369
3550407;31688
3550506;7208
3550605;78873
3550704;73833
3550803;12100
3550902;14350
3551009;332424
3551108;9027
3551207;3622
3551306;3031
3551405;11259
3551603;26362
3551504;38891
3551702;110094
3551801;13006
3551900;15504
3552007;5792
3552106;36695
3552205;586311
3552304;7440
3552403;241437
3552551;3383
3552502;262568
3552601;11366
3552700;14686
3552809;244719
3552908;5714
3553005;10825
3553104;5894
3553203;5447
3553302;22410
3553401;24055
3553500;8015
3553609;12743
3553658;2726
3553708;53985
3553807;22294
3553856;5149
3553906;6605
3553955;12883
3554003;107975
3554102;278724
3554201;4809
3554300;21389
3554409;8505
3554508;36827
3554607;2646
3554656;2257
3554706;9330
3554755;1544
3554805;40985
3554904;5428
3554953;5935
3555000;63492
3555109;14262
3555208;1927
3555307;1978
3555356;5286
3555406;78870
3555505;4429
3555604;9475
3555703;1599
3555802;8836
3555901;1251
3556008;12720
3556107;11031
3556206;106968
3556305;22617
3556354;8801
3556404;39266
3556453;42946
3556503;107146
3556602;10769
3556701;63685
3556800;17307
3556909;6889
3556958;1737
3557006;108872
3557105;84728
3557154;2334
2800100;2275
2800209;20066
2800308;570937
2800407;9699
2800506;16882
2800605;25012
2800670;25528
2800704;7745
2801009;16766
2801108;3947
2801207;24693
2801306;30769
2801405;19990
2801504;13500
2801603;5633
2801702;16519
2801900;3813
2802007;4326
2802106;64464
2802205;5325
2802304;13854
2802403;11458
2802502;2914
2802601;5648
2802700;8348
2802809;15861
2802908;86981
2803005;38886
2803104;4972
2803203;30428
2803302;16874
2803401;12947
2803500;94852
2803609;26903
2803708;6411
2803807;3461
2803906;12056
2804003;16338
2804102;11034
2804201;13621
2804300;7342
2804409;18511
2804458;8510
2804508;32514
2804607;24579
2804706;6242
2804805;160829
2804904;13137
2805000;2968
2805109;8821
2805208;5973
2805307;8369
2805406;30877
2805505;21968
2805604;27124
2805703;28457
2805802;19394
2805901;9351
2806008;17163
2806107;9222
2806206;19362
2806305;13914
2806503;3752
2806404;7038
2806602;11389
2806701;78876
2806800;10257
2806909;3395
2807006;3702
2807105;38724
2807204;8006
2807303;2957
2807402;48039
2807501;12873
2807600;22660
1700251;2387
1700301;5158
1700350;5663
1700400;7595
1700707;8380
1701002;9873
1701051;3169
1701101;4213
1701309;5882
1701903;6317
1702000;8786
1702109;150520
1702158;5030
1702208;31324
1702307;6742
1702406;10643
1702554;15965
1702703;3446
1702901;9275
1703008;10446
1703057;3124
1703073;4123
1703107;5346
1703206;4467
1703305;3768
1703602;2066
1703701;5188
1703800;9770
1703826;2148
1703842;8139
1703867;3754
1703883;2305
1703891;3690
1703909;4601
1704105;2565
1705102;3280
1704600;1335
1705508;30879
1716703;8607
1705557;4669
1705607;4182
1706001;5009
1706100;7218
1706258;1566
1706506;5273
1707009;19110
1707108;6363
1707207;7161
1707306;4589
1707405;9476
1707553;3805
1707652;5340
1707702;8502
1708205;18428
1708254;2423
1708304;4960
1709005;12064
1709302;23212
1709500;76765
1709807;1639
1710508;7104
1710706;6029
1710904;3534
1711100;2439
1711506;3507
1711803;2231
1711902;10215
1711951;3525
1712009;2773
1712157;1605
1712405;3731
1712454;2622
1712504;4352
1712702;2219
1712801;3158
1713205;20692
1713304;12626
1713601;6717
1713700;2085
1713957;3152
1714203;9000
1714302;4386
1714880;10686
1715002;3770
1715101;3762
1715150;2286
1715259;2457
1715507;1035
1721000;228297
1715705;4954
1713809;5746
1715754;7342
1716109;44432
1716208;10335
1716307;4588
1716505;11542
1716604;10389
1716653;5052
1717008;4506
1717206;2920
1717503;6696
1717800;4548
1717909;7180
1718006;2795
1718204;49143
1718303;7661
1718402;3685
1718451;2366
1718501;3768
1718550;4183
1718659;1714
1718709;2570
1718758;6259
1718808;3868
1718840;3326
1718865;6599
1718881;2894
1718899;2128
1718907;4568
1719004;2523
1720002;2471
1720101;4615
1720150;1445
1720200;10490
1720259;2910
1720309;4283
1720499;4384
1720655;5071
1720804;9148
1720853;1739
1720903;15053
1720937;1945
1720978;2562
1721109;6598
1721208;22608
1721257;1574
1721307;2097
1722081;10978
1722107;11484
3100104;6704
3100203;22700
3100302;13311
3100401;3924
3100500;10298
3100609;15193
3100708;2020
3100807;4049
3100906;18482
3101003;12718
3101102;24969
3101201;6173
3101300;2709
3101409;2913
3101508;34341
3101607;73722
3101631;6078
3101706;38779
3101805;7172
3101904;18490
3102001;13714
3102050;5297
3153509;8323
3102100;12158
3102209;4443
3102308;15263
3102407;3548
3102506;5052
3102605;37302
3102803;12146
3102852;8003
3102902;11112
3103009;9573
3103108;1673
3103207;2247
3103306;2057
3103405;36041
3103504;109779
3103603;2823
3103702;8165
3103751;6233
3103801;2772
3103900;7884
3104007;93683
3104106;9509
3104205;36582
3104304;13729
3104403;2901
3104452;4770
3104502;17674
3104601;13049
3104700;14451
3104809;4962
3104908;18292
3105004;7917
3105103;22709
3105202;4988
3105301;5340
3105400;28432
3105509;5727
3105608;126325
3105707;6147
3105905;19623
3106002;10012
3106101;3404
3106200;2375444
3106309;23397
3106408;7536
3106507;12307
3106655;4371
3106606;4498
3106705;377547
3106804;3796
3106903;13653
3107000;2634
3107109;38509
3107208;5000
3107307;46595
3107406;45626
3107505;6513
3107604;3882
3107703;5495
3107802;15376
3107901;10457
3108008;17244
3108107;6816
3108206;5867
3108255;9671
3108305;17129
3108404;14935
3108503;6497
3108701;4650
3108552;14226
3108602;31221
3108909;14663
3108800;5034
3109006;34013
3109105;10892
3109204;10291
3109253;3990
3109303;22729
3109402;26921
3109451;6453
3109501;13823
3109600;3654
3109709;11034
3102704;8962
3109808;2506
3109907;10227
3110004;40786
3110103;4970
3110202;4047
3110301;13630
3110400;3154
3110509;21074
3110608;26491
3110707;12658
3110806;3559
3110905;15435
3111002;20701
3111101;19285
3111150;3685
3111200;51509
3111309;11518
3111408;6870
3111507;14213
3111606;27623
3111903;5589
3111705;4631
3111804;11357
3112000;14592
3112059;4190
3112109;5209
3112208;4758
3112307;34796
3112406;7089
3112505;8880
3112604;15297
3112653;4929
3112703;14206
3112802;8185
3112901;9033
3113008;22343
3113107;3288
3113206;23341
3113305;32321
3113404;85322
3113503;9158
3113602;6302
3113701;20087
3113800;2460
3113909;11836
3114006;10927
3114105;13752
3114204;20018
3114303;29752
3114402;20426
3114501;17050
3114550;9467
3114600;3952
3114709;3350
3114808;4555
3114907;2242
3115003;2857
3115102;17428
3115300;69810
3115359;4839
3115409;3462
3115458;6705
3115474;5102
3115508;21719
3115607;1212
3115706;6774
3115805;10270
3115904;2792
3116001;5647
3116100;15165
3116159;10792
3116209;2785
3116308;6547
3116407;4544
3116506;7781
3116605;25777
3116704;7054
3116803;9024
3116902;2972
3117009;8309
3117108;9814
3115201;3961
3117306;23055
3117207;2749
3117405;4467
3117504;17914
3117603;5162
3117702;12950
3117801;10388
3117836;7089
3117876;5943
3117900;10480
3118007;48550
3118106;4947
3118205;6527
3118304;116527
3118403;22232
3118502;1727
3118601;603048
3118700;9287
3118809;26035
3118908;8667
3119005;3435
3119104;23901
3119203;10274
3119302;27551
3119401;103797
3119500;9117
3119609;2983
3119708;3301
3119807;3391
3119906;3732
3119955;5821
3120003;3129
3120102;4204
3120151;6040
3120201;11301
3120300;5760
3120409;5007
3120508;10214
3120607;4749
3120706;3934
3120805;14596
3120839;4680
3120870;6930
3120904;74184
3121001;5210
3121100;7971
3121209;6830
3121258;8107
3121308;4757
3121407;7002
3121506;3009
3121605;45884
3121704;3848
3121803;8739
3121902;3292
3122009;19131
3122108;4937
3122207;7036
3122306;213076
3122355;5884
3122405;5760
3122454;8970
3122470;3817
3122504;5210
3122603;4535
3122702;5193
3122801;2994
3122900;6001
3123007;9303
3123106;5223
3123205;13781
3123304;4439
3123403;1440
3123502;1841
3123528;7402
3123601;25266
3123700;10276
3123809;7125
3123858;5172
3123908;14262
3124005;17958
3124104;60153
3124203;22859
3124302;31113
3124401;4429
3124500;10844
3124609;2470
3124708;3515
3124807;7457
3124906;10541
3125002;3752
3125101;28564
3125200;2348
3125309;3377
3125408;5137
3125606;6887
3125705;14121
3125804;3033
3125903;10837
3125952;10351
3126000;6603
3126109;65064
3126208;8173
3126307;4098
3126406;2701
3126505;10244
3126604;4867
3126703;24918
3126752;5803
3126802;5880
3126901;8924
3126950;3329
3127008;14047
3127057;4687
3127073;5940
3127107;53474
3127206;3854
3127305;6966
3127339;5139
3127354;2964
3127370;3054
3127388;3659
3127404;4220
3127503;5919
3127602;11687
3127701;263594
3127800;15026
3127909;1373
3128006;31266
3128105;13838
3128204;10223
3128253;4719
3128303;18714
3128402;8688
3128501;3932
3128600;6569
3128709;49491
3128808;7210
3128907;7290
3129004;8697
3129103;6137
3129202;6120
3129301;10331
3129400;5029
3129509;23265
3129608;7839
3129657;6155
3129707;12177
3129806;159026
3129905;3406
3130002;2866
3130051;10737
3130101;34879
3130200;9265
3130309;8031
3130408;5863
3130507;11488
3130556;6412
3130606;6904
3130655;7327
3130705;6181
3130804;2636
3130903;24269
3131000;5781
3131109;6729
3131158;16692
3131208;18169
3131307;239177
3131406;4106
3131505;9522
3131604;6464
3131703;109551
3131802;10692
3131901;45484
3132008;4982
3132107;17739
3132206;12371
3132305;11798
3132404;90679
3132503;32177
3132602;4079
3132701;22797
3132800;2283
3132909;10349
3133006;14007
3133105;14183
3133204;11850
3133303;21001
3133402;13669
3133501;21377
3133600;8673
3133709;9938
3133758;14950
3133808;85396
3133907;5798
3134004;14407
3134103;5836
3134202;97159
3134301;6139
3134400;34440
3134509;3913
3134608;17119
3134707;12134
3134806;7502
3134905;22797
3135001;2982
3135050;33587
3135076;5068
3135100;66803
3135209;65464
3135308;3950
3135357;8305
3135407;5396
3135456;7117
3135506;12845
3135605;8010
3135704;5153
3135803;24179
3135902;4768
3136009;14930
3136108;5427
3136207;73451
3136306;45260
3136405;4305
3136504;10319
3136520;4577
3136553;4376
3136579;4566
3136652;22221
3136702;517872
3136801;4110
3136900;9238
3136959;5708
3137007;16999
3137106;7598
3137205;45999
3137304;4227
3137403;12267
3137502;17136
3137536;8631
3137601;52526
3137700;19616
3137809;19569
3137908;3456
3138005;6465
3138104;6490
3138203;92171
3138302;3205
3138351;4814
3138401;51136
3138500;5347
3138609;16166
3138625;6890
3138658;8401
3138674;6236
3138682;6405
3138708;5425
3138807;17492
3138906;6974
3139003;38684
3139102;4898
3139201;18787
3139250;6321
3139300;19846
3139409;79635
3139508;21366
3139607;27115
3139805;11758
3139706;7156
3139904;14216
3140001;54179
3140100;4219
3140159;13214
3140209;2788
3140308;4021
3140407;2968
3140506;12589
3140530;7173
3140555;7880
3140605;4595
3140704;27856
3171501;3371
3140803;13435
3140852;9977
3140902;17639
3141009;12685
3141108;32973
3141207;3763
3141306;3444
3141405;21037
3141504;6329
3141603;10372
3141702;6072
3141801;30803
3141900;3840
3142007;13043
3142106;10251
3142205;13800
3142254;4561
3142304;4700
3142403;7028
3142502;2360
3142601;8168
3142700;15859
3142809;19616
3142908;22000
3143005;13061
3143104;45799
3143153;4664
3143203;21246
3143401;21203
3143302;361971
3143450;7472
3143500;8256
3143609;2661
3143708;3399
3143807;6257
3143906;100861
3144003;26672
3144102;20432
3144201;3154
3144300;40816
3144359;6341
3144375;3288
3144409;4650
3144508;7953
3144607;25721
3144656;9795
3144672;3732
3144706;17540
3144805;81162
3144904;3793
3145000;12823
3145059;7398
3145109;15373
3145208;73719
3136603;5554
3145307;30726
3145356;10342
3145372;4953
3145406;1981
3145455;5264
3145505;2533
3145604;39469
3145703;2123
3145802;3197
3145851;4486
3145877;7284
3145901;35260
3146008;31580
3146107;70227
3146206;6021
3146255;5834
3146305;18852
3146552;5934
3146404;4631
3146503;8015
3146602;1560
3146701;6545
3146750;6925
3146909;14171
3147105;84252
3147006;84687
3147204;20241
3147303;19392
3147402;22571
3147600;15584
3147709;8199
3147501;1766
3147808;2084
3147907;106313
3147956;5594
3148004;138836
3148103;82541
3148202;5298
3148301;9269
3148400;4918
3148509;8589
3148608;17270
3148707;23843
3148756;6673
3148806;3365
3148905;3878
3149002;2187
3149101;11467
3149150;10310
3149200;3490
3149309;58696
3149408;1789
3149507;3165
3149606;4075
3149705;8912
3149804;14391
3149903;20140
3149952;7030
3150000;4129
3150109;2844
3150158;7101
3150208;4063
3150307;4709
3150406;4645
3150505;8236
3150539;4420
3150570;7215
3150604;6406
3150703;4664
3150802;17230
3150901;5219
3151008;8016
3151107;10366
3151206;53379
3151305;10866
3151404;25339
3151503;31885
3151602;10393
3151701;15961
3151800;152496
3151909;8998
3152006;29083
3152105;57361
3152131;3966
3152170;11345
3152204;37638
3152303;10410
3152402;15668
3152501;130586
3152600;6213
3152709;8395
3152808;25805
3152907;8808
3153004;3285
3153103;5537
3153202;3907
3153301;2959
3153400;18546
3153608;9576
3153707;3315
3153806;1866
3153905;15345
3154002;23818
3154101;10301
3154150;6561
3154200;10918
3154309;17099
3154408;4686
3154457;8007
3154507;9360
3154606;296376
3154705;3826
3154804;9095
3154903;14198
3155108;5213
3155009;2468
3155207;6078
3155306;5267
3155405;8715
3155504;11898
3155603;29075
3155702;14167
3155801;17123
3155900;5292
3156007;13648
3156106;4931
3156205;2116
3156304;6863
3156403;3601
3156452;4242
3156502;7777
3156601;9908
3156700;126219
3156809;15707
3156908;23880
3157005;39182
3157104;6862
3157203;27850
3157252;7679
3157278;2789
3157302;4603
3157336;7870
3157377;4397
3157401;4996
3157500;4610
3157609;3979
3157658;6055
3157708;11343
3157807;203184
3157906;15011
3158003;10561
3158102;5293
3158201;14399
3159209;9031
3159407;3583
3159308;4996
3159357;6552
3159506;5700
3159605;37784
3159704;3224
3159803;18157
3158300;7239
3158409;3622
3158508;8004
3158607;3854
3158706;2235
3158805;4613
3158904;8603
3158953;27258
3159001;4023
3159100;3822
3159902;17349
3160009;3534
3160108;4090
3160207;4135
3160306;11780
3160405;25989
3160454;6938
3160504;1777
3160603;3240
3160702;46289
3160801;4577
3160900;3512
3160959;5396
3161007;17352
3161056;3382
3161106;53898
3161205;6487
3161304;5800
3161403;5184
3161502;10246
3161601;4389
3161650;3487
3161700;6252
3161809;10405
3161908;9782
3125507;3039
3162005;23909
3162104;31807
3162203;6890
3162252;4659
3162302;2732
3162401;25362
3162450;11715
3162500;84404
3162559;10245
3162575;5183
3162609;7874
3162658;4066
3162708;22334
3162807;15538
3162906;25062
3162922;25619
3162948;6778
3162955;19801
3163003;4075
3163102;4201
3163201;3996
3163300;3837
3163409;5636
3163508;6553
3163607;2592
3163706;41664
3163805;6750
3163904;5040
3164100;5570
3164001;8353
3164209;10285
3164308;6686
3164407;4948
3164431;2798
3164472;5739
3164506;10647
3164605;5805
3164704;65034
3164803;1616
3164902;2110
3165206;6655
3165008;10553
3165107;7093
3165305;7008
3165404;6241
3165503;5597
3165537;25798
3165560;2847
3165578;5225
3165602;1980
3165701;7230
3165800;1868
3165909;4574
3166006;5689
3166105;3493
3166204;10202
3166303;7125
3166402;1790
3166501;4220
3166600;815
3166808;10541
3166709;8419
3166907;7540
3166956;4425
3167004;1996
3167103;20833
3167202;214071
3165552;10885
3167301;2192
3167400;6029
3167509;2537
3167608;18302
3167707;5828
3167806;5678
3167905;4076
3168002;30894
3168051;3137
3168101;4102
3168200;1873
3168309;3792
3168408;14294
3168507;11346
3168606;134733
3168705;81119
3168804;7002
3168903;6906
3169000;15839
3169059;3950
3169109;5761
3169208;9542
3169307;72796
3169356;28315
3169406;53825
3169505;6291
3169604;24185
3169703;18046
3169802;4658
3169901;101466
3170008;11677
3170057;12040
3170107;296000
3170206;600285
3170305;2700
3170404;77590
3170438;4424
3170479;3238
3170503;10291
3170529;13605
3170578;6457
3170602;2163
3170651;4733
3170701;123120
3170750;6065
3170800;35804
3170909;19126
3171006;19721
3171030;8350
3171071;5533
3171105;3466
3171154;4689
3171204;104612
3171303;72244
3171402;3732
3171600;13625
3171709;8626
3171808;10572
3171907;5659
3172004;37952
3172103;5063
3172202;2553
