COD_UF;COD_MN;POP_ESTIM
28;1504;16634
28;1603;5897
28;1702;17874
28;1900;3987
28;2007;5138
28;2106;69184
28;2205;5584
28;2304;15421
28;2403;11604
28;2502;3346
28;2601;5818
28;2700;8520
28;2809;17957
28;2908;95427
28;3005;41928
28;3104;4903
28;3203;34356
28;3302;18743
28;3401;13434
28;3500;104408
28;3609;29826
28;3708;6919
28;3807;3682
28;3906;12618
28;4003;17213
28;4102;11335
28;4201;15031
28;4300;7625
28;4409;18719
28;4458;8796
28;4508;36924
28;4607;26629
28;4706;6483
28;4805;183628
28;4904;14428
28;5000;3261
28;5109;9602
28;5208;6576
28;5307;9280
28;5406;34775
28;5505;23728
28;5604;28596
28;5703;29626
28;5802;19805
28;5901;10213
28;6008;18652
28;6107;10855
28;6206;19998
28;6305;14035
28;6404;7780
28;6503;3913
28;6602;12102
28;6701;90072
28;6800;11137
28;6909;3724
28;7006;3930
28;7105;40484
28;7204;8893
28;7303;3227
28;7402;52191
28;7501;13536
28;7600;25294
29;108;8739
29;207;20086
29;306;15159
29;355;17040
29;405;16970
29;504;10610
29;603;4446
29;702;151596
29;801;22470
29;900;5464
29;1007;37241
29;1106;25102
29;1155;16094
29;1205;22005
29;1304;13143
29;1353;14595
29;1403;13977
29;1502;11221
29;1601;19291
29;1700;11683
29;1809;11798
29;1908;17731
29;1957;7330
29;2005;13135
29;2054;12177
29;2104;54379
29;2203;11397
29;2252;11019
29;2302;8825
29;2401;11531
29;2500;13877
29;2609;20468
29;2658;13229
29;2708;53578
29;2807;20598
29;2906;31603
29;3003;13865
29;3102;5714
29;3201;155439
29;3235;14931
29;3276;15978
29;3300;5591
29;3409;23328
29;3508;17211
29;3607;15979
29;3706;12633
29;3805;18576
29;3904;69148
29;3953;9880
29;4001;14368
29;4050;16764
29;4100;21508
29;4209;10211
29;4308;14295
29;4407;10557
29;4506;10231
29;4605;67195
29;4704;18349
29;4753;21174
29;4803;6758
29;4852;18807
29;4902;33470
29;5008;23170
29;5107;9213
29;5156;14542
29;5206;50975
29;5305;18437
29;5404;18176
29;5503;13327
29;5602;31988
29;5701;299132
29;5800;35316
29;5909;28798
29;6006;71206
29;6105;9711
29;6204;26176
29;6303;31099
29;6402;8258
29;6501;87076
29;6600;14319
29;6709;25189
29;6808;34834
29;6824;16668
29;6857;11637
29;6873;30662
29;6899;8951
29;6907;22016
29;7004;9295
29;7103;29018
29;7202;71969
29;7301;26264
29;7400;3577
29;7509;54704
29;7558;9329
29;7608;17266
29;7707;11177
29;7806;32515
29;7905;17300
29;8002;16993
29;8101;18777
29;8200;22581
29;8309;17247
29;8408;66612
29;8507;33153
29;8606;25837
29;8705;17247
29;8804;4066
29;8903;22605
29;9000;8614
29;9109;14194
29;9208;15895
29;9307;32137
29;9406;13782
29;9505;5349
29;9604;21103
29;9703;13910
29;9802;63239
29;9901;34700
29;10008;10710
29;10057;81089
29;10107;12199
29;10206;4058
29;10305;8122
29;10404;17006
29;10503;41780
29;10602;37237
29;10701;60585
29;10727;113380
29;10750;17890
29;10776;5665
29;10800;614872
29;10859;16377
29;10909;5617
29;11006;10629
29;11105;25591
29;11204;32403
29;11253;4463
29;11303;11233
29;11402;15221
29;11501;7128
29;11600;20722
29;11659;6937
29;11709;84481
29;11808;20843
29;11857;13031
29;11907;24305
29;12004;9224
29;12103;21689
29;12202;19571
29;12301;16198
29;12400;18211
29;12509;14902
29;12608;4044
29;12707;23375
29;12806;8637
29;12905;15312
29;13002;16339
29;13101;17113
29;13200;26927
29;13309;6206
29;13408;15640
29;13457;13226
29;13507;26916
29;13606;162327
29;13705;39926
29;13804;14487
29;13903;45873
29;14000;59595
29;14109;9865
29;14208;7260
29;14307;8537
29;14406;25216
29;14505;29034
29;14604;72967
29;14653;30584
29;14703;64489
29;14802;213223
29;14901;28296
29;15007;16056
29;15106;12351
29;15205;14579
29;15304;6869
29;15353;14429
29;15403;6682
29;15502;20491
29;15601;64486
29;15700;8035
29;15809;23049
29;15908;6441
29;16005;19405
29;16104;22228
29;16203;8761
29;16302;10259
29;16401;76147
29;16500;35576
29;16609;10313
29;16708;8319
29;16807;19747
29;16856;14487
29;16906;12576
29;17003;36089
29;17102;20382
29;17201;18962
29;17300;28602
29;17334;10994
29;17359;8385
29;17409;14842
29;17508;80518
29;17607;54423
29;17706;33570
29;17805;18788
29;17904;10709
29;18001;155966
29;18100;40463
29;18209;14537
29;18308;11166
29;18357;25188
29;18407;216707
29;18456;9126
29;18506;15284
29;18555;5833
29;18605;6186
29;18704;3724
29;18753;15665
29;18803;23840
29;18902;3955
29;19009;3783
29;19058;8562
29;19108;8307
29;19157;27223
29;19207;198440
29;19306;11409
29;19405;12388
29;19504;45732
29;19553;87519
29;19603;11348
29;19702;18755
29;19801;49826
29;19900;7824
29;19926;21093
29;19959;3161
29;20007;10112
29;20106;18676
29;20205;16845
29;20304;8393
29;20403;13240
29;20452;13643
29;20502;20834
29;20601;44677
29;20700;20570
29;20809;10406
29;20908;13822
29;21005;46583
29;21054;12201
29;21104;22688
29;21203;26023
29;21302;10950
29;21401;18338
29;21450;8641
29;21500;49418
29;21609;8519
29;21708;35413
29;21807;12042
29;21906;9062
29;22003;41748
29;22052;10889
29;22102;26776
29;22201;7422
29;22250;11348
29;22300;29399
29;22409;22221
29;22508;28525
29;22607;13997
29;22656;13130
29;22706;16462
29;22730;7812
29;22755;6591
29;22805;8226
29;22854;9118
29;22904;26947
29;23001;43376
29;23035;12385
29;23050;15440
29;23100;28229
29;23209;21825
29;23308;8564
29;23357;17451
29;23407;21750
29;23506;9019
29;23605;21607
29;23704;32000
29;23803;28989
29;23902;9831
29;24009;117782
29;24058;13578
29;24108;7347
29;24207;16667
29;24306;17123
29;24405;35048
29;24504;16260
29;24603;20150
29;24652;10437
29;24678;10023
29;24702;10707
29;24801;24755
29;24900;9322
29;25006;26265
29;25105;46871
29;25204;39519
29;25253;14914
29;25303;148686
29;25402;7224
29;25501;28174
29;25600;15142
29;25709;12338
29;25758;27719
29;25808;25439
29;25907;27580
29;25931;8972
29;25956;22621
29;26004;41008
29;26103;14396
29;26202;22339
29;26301;33436
29;26400;35421
29;26509;14592
29;26608;53807
29;26657;5812
29;26707;12989
29;26806;15371
29;26905;11655
29;27002;40732
29;27101;9331
29;27200;30814
29;27309;15667
29;27408;2872347
29;27507;20791
29;27606;14213
29;27705;27778
29;27804;6315
29;27903;10631
29;28000;37348
29;28059;12597
29;28109;39845
29;28208;26614
29;28307;8943
29;28406;28338
29;28505;10405
29;28604;60069
29;28703;101512
29;28802;52850
29;28901;33742
29;28950;9058
29;29008;14740
29;29057;15391
29;29107;21074
29;29206;39802
29;29255;18793
29;29305;37550
29;29354;5657
29;29370;10462
29;29404;11675
29;29503;44300
29;29602;17398
29;29701;17273
29;29750;12043
29;29800;12913
29;29909;44091
29;30006;11434
29;30105;79015
29;30154;31472
29;30204;40684
29;30303;17386
29;30402;14878
29;30501;80861
29;30600;13397
29;30709;134377
29;30758;13012
29;30766;9986
29;30774;23191
29;30808;16979
29;30907;12518
29;31004;20403
29;31053;17366
29;31103;7918
29;31202;21074
29;31301;17010
29;31350;160487
29;31400;7425
29;31509;22518
29;31608;14943
29;31707;13033
29;31806;16394
29;31905;50687
29;32002;24240
29;32101;19895
29;32200;19056
29;32309;27035
29;32408;13887
29;32457;19222
29;32507;19002
29;32606;16658
29;32705;20519
29;32804;19178
29;32903;96562
29;33000;28473
29;33059;14104
29;33109;9170
29;33158;12697
29;33174;8838
29;33208;43223
29;33257;6205
29;33307;338480
29;33406;9345
29;33455;12238
29;33505;21101
29;33604;46483
31;104;6989
31;203;23237
31;302;13454
31;401;3994
31;500;9470
31;609;13735
31;708;1999
31;807;4486
31;906;19207
31;1003;13539
31;1102;25167
31;1201;6003
31;1300;2674
31;1409;3007
31;1508;35362
31;1607;79996
31;1631;6907
31;1706;41896
31;1805;7424
31;1904;19853
31;2001;14466
31;2050;5847
31;2100;11000
31;2209;3907
31;2308;15203
31;2407;3606
31;2506;4713
31;2605;41077
31;2704;9412
31;2803;12224
31;2852;8520
31;2902;11445
31;3009;9318
31;3108;1598
31;3207;2347
31;3306;2063
31;3405;36708
31;3504;117267
31;3603;2795
31;3702;8439
31;3751;6869
31;3801;2834
31;3900;9273
31;4007;106229
31;4106;10772
31;4205;40092
31;4304;15070
31;4403;2727
31;4452;5231
31;4502;17875
31;4601;14179
31;4700;12868
31;4809;4869
31;4908;19148
31;5004;7826
31;5103;23829
31;5202;4795
31;5301;5746
31;5400;32485
31;5509;5397
31;5608;137313
31;5707;5131
31;5905;20810
31;6002;10255
31;6101;3429
31;6200;2512070
31;6309;26700
31;6408;7715
31;6507;11932
31;6606;4604
31;6655;4735
31;6705;439340
31;6804;3379
31;6903;14494
31;7000;2515
31;7109;40127
31;7208;5090
31;7307;49979
31;7406;50605
31;7505;6474
31;7604;4217
31;7703;6083
31;7802;14935
31;7901;10547
31;8008;17603
31;8107;6868
31;8206;5493
31;8255;11230
31;8305;19412
31;8404;14971
31;8503;6319
31;8552;16538
31;8602;32347
31;8701;4333
31;8800;4801
31;8909;14459
31;9006;40103
31;9105;11001
31;9204;10365
31;9253;3982
31;9303;24841
31;9402;28056
31;9451;6949
31;9501;14075
31;9600;3603
31;9709;11547
31;9808;2692
31;9907;11624
31;10004;44718
31;10103;5496
31;10202;3987
31;10301;14480
31;10400;2901
31;10509;21770
31;10608;29551
31;10707;12814
31;10806;3721
31;10905;16665
31;11002;21055
31;11101;19745
31;11150;3817
31;11200;54029
31;11309;11655
31;11408;8151
31;11507;15461
31;11606;28774
31;11705;4563
31;11804;12150
31;11903;5603
31;12000;14886
31;12059;4525
31;12109;5438
31;12208;4653
31;12307;37784
31;12406;6920
31;12505;9754
31;12604;16173
31;12653;5468
31;12703;15234
31;12802;8632
31;12901;9298
31;13008;23685
31;13107;3183
31;13206;25501
31;13305;33000
31;13404;92062
31;13503;9405
31;13602;6757
31;13701;18837
31;13800;2632
31;13909;12170
31;14006;11476
31;14105;14859
31;14204;22478
31;14303;30329
31;14402;21225
31;14501;19355
31;14550;10027
31;14600;4047
31;14709;3579
31;14808;4478
31;14907;2257
31;15003;3075
31;15102;17740
31;15201;3954
31;15300;75123
31;15359;5376
31;15409;3641
31;15458;6311
31;15474;4986
31;15508;21656
31;15607;1164
31;15706;7032
31;15805;10350
31;15904;3154
31;16001;5704
31;16100;15356
31;16159;13680
31;16209;2687
31;16308;6787
31;16407;4843
31;16506;7551
31;16605;28617
31;16704;7556
31;16803;8873
31;16902;3111
31;17009;6929
31;17108;10292
31;17207;2812
31;17306;27893
31;17405;4574
31;17504;17842
31;17603;5507
31;17702;13638
31;17801;11638
31;17836;7642
31;17876;6730
31;17900;11950
31;18007;54762
31;18106;5045
31;18205;6939
31;18304;128589
31;18403;22921
31;18502;1783
31;18601;663855
31;18700;9159
31;18809;26602
31;18908;8890
31;19005;3538
31;19104;23731
31;19203;9991
31;19302;27974
31;19401;109855
31;19500;9222
31;19609;3086
31;19708;3434
31;19807;3215
31;19906;3704
31;19955;6337
31;20003;2771
31;20102;4410
31;20151;6704
31;20201;12798
31;20300;5971
31;20409;5150
31;20508;10242
31;20607;5034
31;20706;3626
31;20805;15417
31;20839;4982
31;20870;7729
31;20904;80129
31;21001;5410
31;21100;8025
31;21209;7114
31;21258;10533
31;21308;5013
31;21407;7243
31;21506;2901
31;21605;47723
31;21704;3802
31;21803;7729
31;21902;3417
31;22009;19931
31;22108;4979
31;22207;7571
31;22306;238230
31;22355;6786
31;22405;6011
31;22454;11019
31;22470;3677
31;22504;5072
31;22603;4195
31;22702;5237
31;22801;3001
31;22900;6572
31;23007;10153
31;23106;5169
31;23205;13483
31;23304;4259
31;23403;1527
31;23502;1908
31;23528;7841
31;23601;28076
31;23700;11134
31;23809;7242
31;23858;5370
31;23908;15298
31;24005;18895
31;24104;70552
31;24203;24951
31;24302;31617
31;24401;4692
31;24500;11354
31;24609;2343
31;24708;3500
31;24807;7978
31;24906;11275
31;25002;3913
31;25101;36225
31;25200;2377
31;25309;3241
31;25408;4753
31;25507;3167
31;25606;7457
31;25705;15336
31;25804;3431
31;25903;9820
31;25952;11006
31;26000;7461
31;26109;67683
31;26208;9562
31;26307;4412
31;26406;2947
31;26505;10332
31;26604;5215
31;26703;26277
31;26752;5391
31;26802;5880
31;26901;9611
31;26950;3478
31;27008;18103
31;27057;4581
31;27073;5369
31;27107;59496
31;27206;4349
31;27305;6817
31;27339;5109
31;27354;3150
31;27370;3353
31;27388;3966
31;27404;4350
31;27503;6158
31;27602;11825
31;27701;279885
31;27800;15836
31;27909;1388
31;28006;34319
31;28105;14245
31;28204;10324
31;28253;4972
31;28303;19021
31;28402;8911
31;28501;3796
31;28600;6580
31;28709;51917
31;28808;7078
31;28907;8039
31;29004;8392
31;29103;5639
31;29202;6558
31;29301;11004
31;29400;5021
31;29509;25199
31;29608;8395
31;29657;5400
31;29707;13828
31;29806;180204
31;29905;3488
31;30002;2989
31;30051;11990
31;30101;43045
31;30200;10860
31;30309;7947
31;30408;6550
31;30507;12375
31;30556;6903
31;30606;7328
31;30655;7351
31;30705;6891
31;30804;2767
31;30903;24140
31;31000;6271
31;31109;7515
31;31158;18607
31;31208;19861
31;31307;263410
31;31406;4221
31;31505;10079
31;31604;6987
31;31703;120060
31;31802;11512
31;31901;51875
31;32008;5385
31;32107;18153
31;32206;13358
31;32305;12760
31;32404;96869
31;32503;34735
31;32602;4355
31;32701;23211
31;32800;2081
31;32909;10192
31;33006;15579
31;33105;15331
31;33204;12228
31;33303;21062
31;33402;15243
31;33501;21762
31;33600;9783
31;33709;11146
31;33758;16108
31;33808;93214
31;33907;5419
31;34004;14990
31;34103;6051
31;34202;104671
31;34301;6023
31;34400;39263
31;34509;3788
31;34608;20143
31;34707;12326
31;34806;7686
31;34905;25979
31;35001;3133
31;35050;38909
31;35076;5404
31;35100;71648
31;35209;67742
31;35308;4350
31;35357;7969
31;35407;4912
31;35456;7692
31;35506;12386
31;35605;7531
31;35704;5211
31;35803;25391
31;35902;4787
31;36009;15432
31;36108;4573
31;36207;79910
31;36306;47452
31;36405;4695
31;36504;10812
31;36520;4501
31;36553;4995
31;36579;4867
31;36603;5725
31;36652;26946
31;36702;568873
31;36801;4331
31;36900;10563
31;36959;5724
31;37007;18111
31;37106;7613
31;37205;52165
31;37304;4102
31;37403;13009
31;37502;18052
31;37536;9532
31;37601;64527
31;37700;19923
31;37809;20814
31;37908;3391
31;38005;6810
31;38104;6512
31;38203;103773
31;38302;3229
31;38351;4918
31;38401;52587
31;38500;5069
31;38609;16698
31;38625;7536
31;38658;9661
31;38674;6266
31;38682;6699
31;38708;5446
31;38807;18215
31;38906;7111
31;39003;42133
31;39102;5098
31;39201;18650
31;39250;6543
31;39300;18407
31;39409;90229
31;39508;22707
31;39607;27644
31;39706;7976
31;39805;12814
31;39904;14095
31;40001;60724
31;40100;4115
31;40159;15416
31;40209;2973
31;40308;4039
31;40407;2755
31;40506;13388
31;40530;8417
31;40555;8586
31;40605;4459
31;40704;31086
31;40803;14468
31;40852;11157
31;40902;18908
31;41009;12459
31;41108;37820
31;41207;3749
31;41306;3802
31;41405;20820
31;41504;6446
31;41603;10739
31;41702;5605
31;41801;31484
31;41900;3894
31;42007;13589
31;42106;10754
31;42205;15014
31;42254;4888
31;42304;4919
31;42403;7517
31;42502;2220
31;42601;8688
31;42700;14877
31;42809;21120
31;42908;20854
31;43005;13166
31;43104;47809
31;43153;4906
31;43203;21524
31;43302;409341
31;43401;23803
31;43450;8249
31;43500;8863
31;43609;2462
31;43708;3182
31;43807;6029
31;43906;108763
31;44003;26979
31;44102;20569
31;44201;3220
31;44300;40750
31;44359;6996
31;44375;3311
31;44409;4730
31;44508;8608
31;44607;26769
31;44656;10295
31;44672;3190
31;44706;17578
31;44805;94889
31;44904;3600
31;45000;15545
31;45059;7500
31;45109;16723
31;45208;102693
31;45307;31331
31;45356;10755
31;45372;5299
31;45406;1747
31;45455;6096
31;45505;2787
31;45604;41687
31;45703;2133
31;45802;3148
31;45851;4655
31;45877;8018
31;45901;39500
31;46008;33639
31;46107;74281
31;46206;5934
31;46255;6378
31;46305;20154
31;46404;4486
31;46503;8283
31;46552;6089
31;46602;1529
31;46701;6616
31;46750;5507
31;46909;15674
31;47006;93158
31;47105;93969
31;47204;21513
31;47303;21083
31;47402;24540
31;47501;1649
31;47600;16344
31;47709;8084
31;47808;2039
31;47907;114679
31;47956;5972
31;48004;152488
31;48103;90757
31;48202;5684
31;48301;9571
31;48400;4830
31;48509;8450
31;48608;17541
31;48707;24324
31;48756;7097
31;48806;3052
31;48905;3972
31;49002;2504
31;49101;11195
31;49150;12107
31;49200;3635
31;49309;64258
31;49408;1807
31;49507;3320
31;49606;4406
31;49705;11506
31;49804;16168
31;49903;21390
31;49952;6810
31;50000;4252
31;50109;2748
31;50158;8566
31;50208;4140
31;50307;4497
31;50406;4982
31;50505;8660
31;50539;4941
31;50570;7507
31;50604;6409
31;50703;6199
31;50802;17626
31;50901;5472
31;51008;8596
31;51107;10752
31;51206;56428
31;51305;10787
31;51404;27989
31;51503;34691
31;51602;12133
31;51701;16791
31;51800;167397
31;51909;8432
31;52006;31812
31;52105;59742
31;52131;4261
31;52170;12121
31;52204;37906
31;52303;11279
31;52402;16555
31;52501;150737
31;52600;5940
31;52709;9031
31;52808;27856
31;52907;8603
31;53004;3603
31;53103;5369
31;53202;3641
31;53301;3002
31;53400;19573
31;53509;8317
31;53608;10733
31;53707;3563
31;53806;1939
31;53905;16354
31;54002;23762
31;54101;10517
31;54150;7154
31;54200;11500
31;54309;17397
31;54408;4808
31;54457;8136
31;54507;9481
31;54606;334858
31;54705;4033
31;54804;10312
31;54903;13564
31;55009;2610
31;55108;5150
31;55207;5474
31;55306;5832
31;55405;8949
31;55504;12313
31;55603;30914
31;55702;14339
31;55801;17910
31;55900;5476
31;56007;12846
31;56106;4604
31;56205;2305
31;56304;8109
31;56403;3533
31;56452;4594
31;56502;5995
31;56601;10241
31;56700;136344
31;56809;15470
31;56908;26185
31;57005;41527
31;57104;7009
31;57203;31324
31;57252;8147
31;57278;3150
31;57302;4430
31;57336;8604
31;57377;4142
31;57401;4758
31;57500;4409
31;57609;3846
31;57658;6366
31;57708;14003
31;57807;219134
31;57906;16208
31;58003;10847
31;58102;5232
31;58201;14615
31;58300;7100
31;58409;3872
31;58508;7642
31;58607;3976
31;58706;2458
31;58805;4821
31;58904;8674
31;58953;34663
31;59001;4295
31;59100;3777
31;59209;8949
31;59308;4884
31;59357;7212
31;59407;3425
31;59506;5489
31;59605;43260
31;59704;3350
31;59803;19742
31;59902;18525
31;60009;3602
31;60108;3911
31;60207;3838
31;60306;11640
31;60405;28243
31;60454;7277
31;60504;1765
31;60603;3087
31;60702;46487
31;60801;5286
31;60900;3738
31;60959;5644
31;61007;17359
31;61056;3369
31;61106;56323
31;61205;6527
31;61304;6238
31;61403;4844
31;61502;12366
31;61601;3962
31;61650;4012
31;61700;8389
31;61809;12411
31;61908;10920
31;62005;25449
31;62104;35469
31;62203;7453
31;62252;4915
31;62302;2749
31;62401;25165
31;62450;13014
31;62500;90082
31;62559;11559
31;62575;5859
31;62609;7498
31;62658;4419
31;62708;23618
31;62807;15774
31;62906;26361
31;62922;31578
31;62948;7426
31;62955;23766
31;63003;4268
31;63102;5004
31;63201;4196
31;63300;3860
31;63409;5420
31;63508;6453
31;63607;2791
31;63706;45851
31;63805;6938
31;63904;4659
31;64001;7781
31;64100;5246
31;64209;12337
31;64308;7051
31;64407;5504
31;64431;3007
31;64472;6555
31;64506;10044
31;64605;6775
31;64704;70956
31;64803;1506
31;64902;2241
31;65008;10941
31;65107;7021
31;65206;7089
31;65305;7753
31;65404;6930
31;65503;6300
31;65537;32752
31;65552;12258
31;65560;2633
31;65578;5356
31;65602;2005
31;65701;7812
31;65800;1502
31;65909;4156
31;66006;5786
31;66105;3523
31;66204;10459
31;66303;7326
31;66402;1851
31;66501;4293
31;66600;781
31;66709;8699
31;66808;11582
31;66907;7669
31;66956;4781
31;67004;1963
31;67103;20966
31;67202;239639
31;67301;2261
31;67400;6238
31;67509;2615
31;67608;19633
31;67707;5553
31;67806;6151
31;67905;3750
31;68002;34132
31;68051;3110
31;68101;4773
31;68200;1875
31;68309;4077
31;68408;14326
31;68507;11661
31;68606;140592
31;68705;89842
31;68804;7981
31;68903;6480
31;69000;16659
31;69059;4101
31;69109;6258
31;69208;8022
31;69307;79482
31;69356;32356
31;69406;56746
31;69505;6732
31;69604;25327
31;69703;19964
31;69802;5040
31;69901;115552
31;70008;12533
31;70057;12471
31;70107;333783
31;70206;691305
31;70305;2611
31;70404;84378
31;70438;4304
31;70479;3264
31;70503;10358
31;70529;16865
31;70578;6480
31;70602;2153
31;70651;5007
31;70701;135558
31;70750;7036
31;70800;39493
31;70909;19320
31;71006;20590
31;71030;9355
31;71071;5720
31;71105;3999
31;71154;4839
31;71204;127601
31;71303;78846
31;71402;3608
31;71501;3203
31;71600;13752
31;71709;8674
31;71808;10510
31;71907;5380
31;72004;42564
31;72103;5252
31;72202;2552
32;102;30586
32;136;9642
32;169;11019
32;201;30084
32;300;14601
32;359;7836
32;409;29263
32;508;7567
32;607;101220
32;706;11936
32;805;30998
32;904;44650
32;1001;15037
32;1100;9936
32;1159;12404
32;1209;208972
32;1308;381285
32;1407;37534
32;1506;122499
32;1605;31063
32;1704;12723
32;1803;4304
32;1902;33850
32;2009;6749
32;2108;22923
32;2207;21509
32;2256;12709
32;2306;30867
32;2405;124859
32;2454;26082
32;2504;12479
32;2553;8889
32;2603;13860
32;2652;13377
32;2702;14066
32;2801;34348
32;2900;10555
32;3007;29161
32;3056;30477
32;3106;12192
32;3130;16668
32;3163;10947
32;3205;173555
32;3304;15350
32;3320;38499
32;3346;16694
32;3353;12833
32;3403;26153
32;3502;18833
32;3601;5524
32;3700;17465
32;3809;15449
32;3908;50110
32;4005;23184
32;4054;26184
32;4104;27047
32;4203;21711
32;4252;7863
32;4302;11574
32;4351;19141
32;4401;11622
32;4500;12224
32;4559;40431
32;4609;23590
32;4658;8638
32;4708;37947
32;4807;10556
32;4906;130611
32;4955;12415
32;5002;517510
32;5010;30070
32;5036;21402
32;5069;25277
32;5101;78239
32;5150;9208
32;5176;14080
32;5200;493838
32;5309;362097
33;100;203785
33;159;11759
33;209;132400
33;225;12572
33;233;33870
33;258;30349
33;308;100374
33;407;184412
33;456;510906
33;506;27446
33;605;37096
33;704;226525
33;803;58937
33;902;15505
33;936;16301
33;951;8561
33;1009;507548
33;1108;20172
33;1157;12823
33;1207;18895
33;1306;44184
33;1405;23228
33;1504;21926
33;1603;11492
33;1702;919596
33;1801;14002
33;1850;60517
33;1876;28310
33;1900;240592
33;2007;133019
33;2056;15207
33;2106;23234
33;2205;103224
33;2254;31805
33;2270;104768
33;2304;7355
33;2403;256672
33;2452;5599
33;2502;245071
33;2601;44468
33;2700;161207
33;2809;18614
33;2858;176103
33;2908;25538
33;3005;27174
33;3104;15317
33;3203;162485
33;3302;513584
33;3401;190631
33;3500;821128
33;3609;52257
33;3708;44285
33;3807;43165
33;3856;27769
33;3906;306191
33;3955;25156
33;4003;29277
33;4102;18847
33;4110;19683
33;4128;14302
33;4144;150319
33;4151;24700
33;4201;131341
33;4300;60201
33;4409;18529
33;4508;9284
33;4524;150674
33;4557;6718903
33;4607;10404
33;4706;42479
33;4755;42205
33;4805;38669
33;4904;1084839
33;5000;36102
33;5109;472406
33;5133;7171
33;5158;21795
33;5208;104476
33;5307;9357
33;5406;18228
33;5505;89170
33;5554;82312
33;5604;21774
33;5703;15623
33;5752;34309
33;5802;182594
33;5901;10626
33;6008;81804
33;6107;76523
33;6156;11000
33;6206;36896
33;6305;273012
35;105;35068
35;204;3562
35;303;36305
35;402;8180
35;501;18705
35;550;6075
35;600;3451
35;709;37214
35;758;6025
35;808;4166
35;907;4160
35;1004;16184
35;1103;4099
35;1152;18628
35;1202;3679
35;1301;24915
35;1400;5227
35;1509;3222
35;1608;239597
35;1707;40504
35;1806;5969
35;1905;72195
35;2002;4995
35;2101;57157
35;2200;25228
35;2309;6724
35;2408;4115
35;2507;36157
35;2606;4196
35;2705;24374
35;2754;22364
35;2804;197016
35;2903;34146
35;3000;5620
35;3109;6357
35;3158;2469
35;3208;236072
35;3307;134236
35;3356;1791
35;3406;8560
35;3505;3886
35;3604;11129
35;3703;9668
35;3802;54408
35;3901;89824
35;3950;1822
35;4008;104386
35;4107;142761
35;4206;15189
35;4305;5403
35;4404;13649
35;4503;90655
35;4602;17502
35;4701;5735
35;4800;9068
35;4909;10945
35;5005;3469
35;5104;7402
35;5203;35264
35;5302;36126
35;5351;5724
35;5401;7659
35;5500;122098
35;5609;32812
35;5708;274182
35;5807;20953
35;5906;62508
35;6003;376818
35;6102;77496
35;6201;2980
35;6300;11148
35;6359;63249
35;6409;8034
35;6508;123638
35;6607;32598
35;6706;14923
35;6805;12329
35;6904;11730
35;7001;60997
35;7100;25448
35;7159;3954
35;7209;837
35;7308;4823
35;7407;16046
35;7456;2653
35;7506;146497
35;7605;168668
35;7704;5686
35;7753;2865
35;7803;24939
35;7902;24403
35;8009;19878
35;8108;17144
35;8207;4481
35;8306;4264
35;8405;49707
35;8504;94263
35;8603;33327
35;8702;18985
35;8801;17767
35;8900;4191
35;9007;101470
35;9106;5874
35;9205;76801
35;9254;28549
35;9304;10542
35;9403;26167
35;9452;6024
35;9502;1204073
35;9601;84650
35;9700;52088
35;9809;4965
35;9908;12540
35;9957;5138
35;10005;31280
35;10104;2793
35;10153;5216
35;10203;47138
35;10302;20706
35;10401;55768
35;10500;121532
35;10609;400927
35;10708;12326
35;10807;30380
35;10906;2523
35;11003;21006
35;11102;121862
35;11201;7804
35;11300;9237
35;11409;19985
35;11508;48949
35;11607;18148
35;11706;17190
35;11904;8617
35;12001;18468
35;12100;6210
35;12209;28050
35;12308;17896
35;12407;24528
35;12506;6058
35;12605;4681
35;12704;4055
35;12803;72252
35;12902;7307
35;13009;249210
35;13108;35292
35;13207;8631
35;13306;2073
35;13405;82238
35;13504;130705
35;13603;21547
35;13702;33718
35;13801;423884
35;13850;1793
35;13900;11146
35;14007;8929
35;14106;27315
35;14205;2115
35;14304;8873
35;14403;46793
35;14502;12445
35;14601;9868
35;14700;6102
35;14809;15494
35;14908;17772
35;14924;3651
35;14957;2452
35;15004;273726
35;15103;69385
35;15129;3214
35;15152;20773
35;15186;44330
35;15194;4829
35;15202;8419
35;15301;2766
35;15350;9371
35;15400;16036
35;15509;69116
35;15608;5783
35;15657;1716
35;15707;194276
35;15806;1464
35;15905;2917
35;16002;14640
35;16101;2676
35;16200;353187
35;16309;175844
35;16408;154489
35;16507;2776
35;16606;6548
35;16705;44390
35;16804;4808
35;16853;4789
35;16903;10869
35;17000;11409
35;17109;4815
35;17208;12168
35;17307;5765
35;17406;40790
35;17505;21454
35;17604;17157
35;17703;21220
35;17802;8323
35;17901;11188
35;18008;2000
35;18107;6664
35;18206;32939
35;18305;29798
35;18404;121798
35;18503;18520
35;18602;40105
35;18701;320459
35;18800;1379182
35;18859;7656
35;18909;5267
35;19006;9526
35;19055;14930
35;19071;230851
35;19105;11710
35;19204;6321
35;19253;9240
35;19303;35104
35;19402;12393
35;19501;7753
35;19600;60033
35;19709;78878
35;19808;8243
35;19907;8159
35;20004;24674
35;20103;30432
35;20202;9534
35;20301;30857
35;20400;34970
35;20426;11166
35;20442;26686
35;20509;251627
35;20608;4885
35;20707;3897
35;20806;3991
35;20905;14971
35;21002;37133
35;21101;7546
35;21150;5392
35;21200;4218
35;21309;16409
35;21408;24235
35;21507;7993
35;21606;8294
35;21705;17556
35;21804;27125
35;21903;15262
35;22000;3835
