code_muni,casos,mortes
5200050,108,1
3100104,6,0
5200100,72,5
3100203,24,0
1500107,2525,109
2300101,41,1
2900108,5,0
2900207,14,0
4100103,54,0
4200051,59,0
1500131,123,1
4200101,94,3
3100302,16,0
2600054,578,75
1700251,7,2
3100401,12,1
2100055,2788,66
2900306,50,2
1500206,644,13
2300150,810,14
2300200,2082,51
2400109,41,3
2200053,16,0
4300034,0,0
2300309,409,22
5100102,60,1
1200013,247,4
5200134,143,3
2400208,688,36
3100500,30,1
3500105,96,5
5200159,39,0
3500204,32,2
4100202,86,2
2900355,55,1
2600104,165,5
2400307,57,5
3200102,473,12
2100105,128,2
2600203,90,1
1500305,1188,9
2600302,325,23
2200103,15,0
4200200,45,2
4200309,26,2
1500347,206,0
5100201,133,3
2200202,436,20
5000203,10,0
3100708,2,0
4200408,25,0
2100154,540,5
3200169,107,3
2900405,44,1
5200175,8,0
5200209,1,0
2400406,3,0
2600401,800,37
4300059,48,0
3500303,104,4
3100807,14,0
2600500,517,18
3500402,2,1
4200507,26,0
3500501,60,5
3500550,7,0
3500600,13,0
3100906,99,3
4200556,3,0
5200258,1135,55
4200606,41,0
3101003,25,0
4300109,3,0
3500709,192,3
4100301,48,0
3200136,156,2
2500205,20,0
1700301,242,6
3101102,134,0
2900603,65,2
2300408,13,1
3101201,1,0
4300208,3,0
2500304,634,13
2500403,220,6
2600609,95,2
2200251,32,0
2900702,1122,25
3500758,33,0
3101409,2,0
2100204,37,5
2300507,352,3
2500536,26,0
5000252,4,2
2900801,165,2
2100303,275,0
4300307,2,0
3200201,213,12
4300406,129,8
2200277,10,0
4300455,11,0
3101508,225,10
1500404,775,26
2400505,26,3
5200308,146,6
3101607,126,5
3200300,219,4
3500808,9,1
3101631,11,1
4200705,23,0
2500577,4,0
2500601,468,14
2600708,286,24
1700350,15,0
2900900,72,1
1700400,12,2
1500503,189,17
3101706,340,3
2400604,17,0
4100400,516,7
5200506,4,0
3101805,91,0
4300505,17,0
3101904,15,3
5100250,227,6
1100015,199,1
3500907,6,1
1500602,2825,80
2100402,208,5
4100459,1,0
2300606,4,0
3102001,12,0
2600807,290,5
3501004,61,2
3501103,11,1
2100436,321,11
2100477,1186,3
1100379,72,2
5100300,66,3
4200754,6,0
5100359,38,2
3102050,8,0
2400703,227,9
4300570,9,0
5100409,95,0
5200555,33,0
3153509,31,1
2200301,53,2
5100508,36,0
1100403,116,4
5200605,64,0
4100608,20,0
2100501,96,1
4100707,36,1
3102100,57,1
3200359,99,5
2300705,154,4
5100607,12,1
4100509,27,0
2200400,716,8
3501152,81,4
1300029,1100,13
3102209,108,1
3501202,16,0
3501301,95,2
3501400,5,3
3501509,4,0
3102308,14,0
1700707,27,0
1100346,37,1
3102407,29,1
2200459,33,1
5200803,31,0
4100806,16,2
1400027,230,3
5000609,59,2
1600105,370,4
2100550,3,0
4100905,23,0
2600906,124,21
5200829,3,0
2200509,50,2
2100600,647,11
2901007,125,6
1300060,480,8
2901106,173,1
2901155,75,0
3501608,1352,58
5200852,70,1
3501707,181,2
3501806,73,1
4300646,25,0
2300754,713,16
5200902,6,0
3501905,253,11
2800100,27,0
3102506,3,0
4101002,16,1
2700201,329,5
2901205,45,1
4101051,20,0
1500701,446,11
2100709,273,6
3502002,17,0
1300086,390,0
1701002,74,2
1500800,5492,343
5201108,1732,40
1500859,568,9
2100808,648,6
5000708,19,3
5000807,17,0
4200804,14,0
2901304,9,0
4101101,66,1
2901353,25,1
3102605,54,1
3502101,92,5
4300661,5,0
3102803,21,0
3502200,111,2
5000856,17,0
2601003,29,1
4200903,33,0
2901403,5,0
2200608,43,2
1701051,15,0
2400802,83,3
3300100,3108,102
2901502,40,0
4101150,8,0
5201207,11,1
3502309,4,0
3502408,10,0
5201306,212,0
2200707,80,0
4201000,60,0
4201109,10,0
1300102,709,11
4300703,13,0
2901601,37,0
4101200,77,1
2300804,12,0
2200806,61,1
2901700,25,0
4201208,122,5
3103009,44,1
2901809,53,1
5000906,11,0
2400901,3,1
4101309,9,0
4300802,17,1
3502507,55,0
3502606,12,0
5201405,4813,113
5201454,26,2
1701101,5,0
5001003,84,2
3300159,110,3
3200508,81,2
5100805,4,1
3502705,56,3
2100832,197,3
4201257,22,0
2401008,1008,17
2901908,47,2
5201504,0,0
2901957,134,0
4101408,263,11
1300144,98,0
2300903,159,10
2800209,281,7
5001102,70,2
2301000,795,25
4201273,45,0
2500809,396,3
3103207,1,0
2800308,24352,465
3502754,122,3
2902054,19,0
2301109,974,44
2902005,20,0
3502804,2135,59
2902104,529,4
2301208,578,11
2601052,71,11
3502903,156,5
3200607,1882,43
5201603,9,0
3103405,17,0
5201702,139,2
5201801,68,1
1701309,51,2
1701903,3,0
1702000,150,2
5101001,11,0
1702109,5706,78
5101209,1,0
1702158,44,2
5202155,13,1
3103504,1163,22
1702208,282,19
2100907,495,9
5001243,25,1
2902203,43,0
4300851,2,1
2100956,211,4
3503000,20,1
3503109,14,2
3103603,4,1
3503158,1,1
2700300,4319,79
1702307,25,2
4101507,582,17
3103751,79,2
4101606,114,1
3103801,17,0
4101655,21,1
5101258,53,2
4201307,285,3
2500908,140,3
4201406,255,4
3503208,1421,15
3503307,882,28
2301257,37,2
2101004,186,6
4300877,21,2
2301307,129,2
2601102,388,8
3300209,473,41
4101705,60,3
2902252,46,0
4300901,18,0
2301406,140,1
2902302,11,1
2800407,176,5
4101804,1093,18
3103900,12,0
3104007,371,6
3104106,15,0
3104205,95,1
2601201,463,25
3300225,113,2
3503406,34,0
2501104,219,2
2800506,413,11
2501153,7,0
2501203,37,2
3503505,4,0
3503604,27,3
5101308,70,1
5202353,1,0
2401206,167,2
3104403,2,1
3104452,1,0
3104502,39,0
5101407,89,2
1100023,1890,33
3503703,64,1
3300233,234,9
4201505,66,0
2301505,37,2
2200905,22,1
2501302,142,0
2200954,7,0
3300258,100,5
1702406,13,0
4301008,179,0
4301057,19,2
4301206,2,0
4301107,37,3
4301305,8,0
4201604,32,0
3503802,164,2
5202502,23,0
3503901,810,54
4201653,27,1
4301404,15,1
4201703,33,1
3503950,21,0
4101903,42,7
2301604,162,4
3504008,406,17
1200054,245,5
4102000,183,3
2501351,31,0
2201051,84,1
3104601,47,2
4102109,90,2
4102208,14,0
1300201,645,4
4201802,10,0
3104700,49,2
3504107,450,17
3200706,171,2
1702554,341,5
1500909,953,20
3104809,16,0
4301552,2,0
2902401,235,2
3504206,102,5
5202601,15,0
4201901,25,0
1500958,507,7
1702703,14,0
1300300,1123,34
3504305,24,0
3504404,17,1
3504503,175,11
1501006,256,4
2201101,9,1
5202809,21,0
2101103,104,2
1702901,112,3
1703008,39,0
2101202,2786,35
2101251,130,1
2101301,377,2
2101350,21,0
3504602,218,9
3104908,14,0
4301602,229,1
1501105,232,9
2501401,360,4
2401404,67,2
2902500,5,0
1501204,254,13
2902609,4,0
2201150,226,3
2301802,20,0
3200805,344,9
3504701,3,0
3105004,10,0
5203104,4,0
4201950,81,3
4202057,110,0
4202008,3174,30
4202073,25,3
4212809,194,1
4301636,18,0
4220000,53,3
4102307,130,2
3504800,79,2
2101400,1890,11
3105103,18,0
2301851,325,2
3504909,27,0
2501500,114,1
3105202,198,1
3105301,2,0
4202081,1,0
4102406,125,4
1703057,16,0
1501253,67,3
2902658,57,0
4301651,15,1
3505005,10,0
3105400,188,0
4301701,64,3
2101509,13,1
5101605,50,1
3105509,19,0
4301750,13,0
2401453,264,10
3105608,458,7
2301901,723,29
3505104,18,0
4102505,49,2
1501303,2834,103
2401503,24,0
1300409,1968,24
3505203,147,5
2902708,43,0
3505302,231,6
2201176,2,0
2902807,5,0
2601300,131,9
2501609,32,1
2501575,72,2
2700508,103,7
3200904,278,10
2501708,23,1
5101704,86,3
3505351,18,0
2902906,210,2
2101608,2275,18
5101803,385,33
4301859,10,0
4102703,1,0
2903003,4,0
1703073,11,3
3300308,531,27
4301875,1,0
4301909,41,3
4301925,2,0
2903102,18,0
3505401,26,1
2800605,824,12
4301958,2,0
3105707,56,0
3300407,852,37
4202107,187,1
4301800,22,1
2201200,1132,22
2301950,296,18
2903201,862,11
2201309,2,0
1300508,737,8
2101707,399,18
2601409,248,37
3505500,1578,65
3505609,206,9
2302008,55,7
5203203,47,0
2201408,104,2
2903300,100,3
2903276,52,0
1703107,41,1
2302057,661,16
4302006,2,1
3105905,49,0
3505708,2806,259
3505807,24,0
5001904,425,0
2201507,215,6
3505906,102,1
5002001,52,3
2302107,479,27
3506003,2611,56
2501807,1162,64
3506102,185,14
2302206,535,27
2302305,1055,14
5002100,12,0
4102752,10,0
5203302,159,3
3106002,12,1
2101772,112,2
4102802,41,3
2201556,4,0
4202131,2,0
2101731,158,1
2501906,550,7
2601508,48,0
2502003,16,0
2201572,15,1
2601607,15,0
3300456,1818,199
3106101,11,2
4202156,1,0
2903508,1,0
3106200,14001,377
2601706,495,21
2700904,20,2
3106309,197,6
3106408,37,1
1501451,128,7
2201606,94,3
2101806,36,0
4202206,45,0
1501501,1375,51
1300607,1501,28
4302055,29,0
3506201,13,0
2401602,20,1
4302105,1775,53
2101905,195,10
3106507,5,0
2502052,4,0
3506300,39,0
2101939,48,2
1703206,15,0
3506359,827,24
2201705,39,0
1300631,504,7
